fila_csv,conjunto
5719,entrenamiento
5720,entrenamiento
5721,prueba
5722,entrenamiento
5723,validacion
5724,prueba
5725,validacion
5726,validacion
5727,entrenamiento
5728,entrenamiento
5729,entrenamiento
5730,entrenamiento
5731,entrenamiento
5732,validacion
5733,entrenamiento
5734,prueba
5735,entrenamiento
5736,prueba
5737,entrenamiento
5738,entrenamiento
5739,entrenamiento
5740,prueba
5741,entrenamiento
5742,prueba
5743,entrenamiento
5744,entrenamiento
5745,entrenamiento
5746,prueba
5747,entrenamiento
5748,prueba
5749,entrenamiento
5750,entrenamiento
5751,entrenamiento
5752,validacion
5753,entrenamiento
5754,entrenamiento
5755,validacion
5756,validacion
5757,entrenamiento
5758,prueba
5759,prueba
5760,entrenamiento
5761,validacion
5762,entrenamiento
5763,entrenamiento
5764,entrenamiento
5765,prueba
5766,entrenamiento
5767,entrenamiento
5768,entrenamiento
5769,validacion
5770,entrenamiento
5771,entrenamiento
5772,entrenamiento
5773,entrenamiento
5774,entrenamiento
5775,entrenamiento
5776,validacion
5777,prueba
5778,entrenamiento
5779,entrenamiento
5780,entrenamiento
5781,entrenamiento
5782,entrenamiento
5783,entrenamiento
5784,entrenamiento
5785,entrenamiento
5786,entrenamiento
5787,entrenamiento
5788,prueba
5789,entrenamiento
5790,prueba
5791,entrenamiento
5792,validacion
5793,entrenamiento
5794,validacion
5795,entrenamiento
5796,prueba
5797,entrenamiento
5798,validacion
5799,entrenamiento
5800,entrenamiento
5801,entrenamiento
5802,entrenamiento
5803,prueba
5804,prueba
5805,entrenamiento
5806,entrenamiento
5807,entrenamiento
5808,entrenamiento
5809,entrenamiento
5810,entrenamiento
5811,entrenamiento
5812,entrenamiento
5813,entrenamiento
5814,prueba
5815,prueba
5816,validacion
5817,prueba
5818,entrenamiento
5819,entrenamiento
5820,entrenamiento
5821,entrenamiento
5822,entrenamiento
5823,entrenamiento
5824,entrenamiento
5825,entrenamiento
5826,validacion
5827,entrenamiento
5828,entrenamiento
5829,entrenamiento
5830,entrenamiento
5831,entrenamiento
5832,prueba
5833,entrenamiento
5834,entrenamiento
5835,entrenamiento
5836,entrenamiento
5837,entrenamiento
5838,entrenamiento
5839,prueba
5840,entrenamiento
5841,validacion
5842,prueba
5843,prueba
5844,entrenamiento
5845,entrenamiento
5846,entrenamiento
5847,prueba
5848,entrenamiento
5849,entrenamiento
5850,validacion
5851,entrenamiento
5852,prueba
5853,entrenamiento
5854,entrenamiento
5855,prueba
5856,entrenamiento
5857,validacion
5858,prueba
5859,entrenamiento
5860,entrenamiento
5861,prueba
5862,entrenamiento
5863,entrenamiento
5864,entrenamiento
5865,validacion
5866,validacion
5867,prueba
5868,entrenamiento
5869,validacion
5870,prueba
5871,entrenamiento
5872,entrenamiento
5873,validacion
5874,entrenamiento
5875,entrenamiento
5876,entrenamiento
5877,entrenamiento
5878,entrenamiento
5879,prueba
5880,validacion
5881,entrenamiento
5882,entrenamiento
5883,entrenamiento
5884,validacion
5885,validacion
5886,entrenamiento
5887,entrenamiento
5888,entrenamiento
5889,entrenamiento
5890,entrenamiento
5891,prueba
5892,entrenamiento
5893,entrenamiento
5894,prueba
5895,entrenamiento
5896,validacion
5897,entrenamiento
5898,entrenamiento
5899,validacion
5900,entrenamiento
5901,entrenamiento
5902,entrenamiento
5903,validacion
5904,entrenamiento
5905,entrenamiento
5906,validacion
5907,entrenamiento
5908,entrenamiento
5909,entrenamiento
5910,entrenamiento
5911,prueba
5912,entrenamiento
5913,entrenamiento
5914,entrenamiento
5915,entrenamiento
5916,prueba
5917,prueba
5918,entrenamiento
5919,entrenamiento
5920,validacion
5921,entrenamiento
5922,prueba
5923,validacion
5924,entrenamiento
5925,entrenamiento
5926,prueba
5927,entrenamiento
5928,entrenamiento
5929,validacion
5930,entrenamiento
5931,entrenamiento
5932,entrenamiento
5933,entrenamiento
5934,entrenamiento
5935,entrenamiento
5936,entrenamiento
5937,validacion
5938,entrenamiento
5939,validacion
5940,entrenamiento
5941,prueba
5942,entrenamiento
5943,entrenamiento
5944,prueba
5945,validacion
5946,entrenamiento
5947,entrenamiento
5948,entrenamiento
5949,entrenamiento
5950,entrenamiento
5951,entrenamiento
5952,validacion
5953,entrenamiento
5954,validacion
5955,validacion
5956,prueba
5957,prueba
5958,entrenamiento
5959,entrenamiento
5960,entrenamiento
5961,prueba
5962,entrenamiento
5963,entrenamiento
5964,entrenamiento
5965,entrenamiento
5966,entrenamiento
5967,entrenamiento
5968,prueba
5969,entrenamiento
5970,entrenamiento
5971,entrenamiento
5972,entrenamiento
5973,prueba
5974,entrenamiento
5975,entrenamiento
5976,prueba
5977,entrenamiento
5978,entrenamiento
5979,entrenamiento
5980,entrenamiento
5981,entrenamiento
5982,prueba
5983,validacion
5984,validacion
5985,entrenamiento
5986,entrenamiento
5987,entrenamiento
5988,prueba
5989,entrenamiento
5990,entrenamiento
5991,entrenamiento
5992,entrenamiento
5993,validacion
5994,entrenamiento
5995,entrenamiento
5996,entrenamiento
5997,entrenamiento
5998,entrenamiento
5999,entrenamiento
6000,entrenamiento
6001,entrenamiento
6002,entrenamiento
6003,entrenamiento
6004,validacion
6005,entrenamiento
6006,entrenamiento
6007,entrenamiento
6008,entrenamiento
6009,entrenamiento
6010,entrenamiento
6011,entrenamiento
6012,validacion
6013,entrenamiento
6014,validacion
6015,entrenamiento
6016,entrenamiento
6017,entrenamiento
6018,entrenamiento
6019,prueba
6020,entrenamiento
6021,entrenamiento
6022,validacion
6023,entrenamiento
6024,entrenamiento
6025,entrenamiento
6026,entrenamiento
6027,entrenamiento
6028,entrenamiento
6029,entrenamiento
6030,prueba
6031,entrenamiento
6032,prueba
6033,prueba
6034,prueba
6035,entrenamiento
6036,entrenamiento
6037,validacion
6038,prueba
6039,entrenamiento
6040,entrenamiento
6041,entrenamiento
6042,prueba
6043,validacion
6044,entrenamiento
6045,entrenamiento
6046,entrenamiento
6047,entrenamiento
6048,prueba
6049,entrenamiento
6050,entrenamiento
6051,entrenamiento
6052,entrenamiento
6053,entrenamiento
6054,entrenamiento
6055,entrenamiento
6056,entrenamiento
6057,entrenamiento
6058,entrenamiento
6059,entrenamiento
6060,entrenamiento
6061,entrenamiento
6062,prueba
6063,entrenamiento
6064,entrenamiento
6065,prueba
6066,prueba
6067,prueba
6068,validacion
6069,prueba
6070,entrenamiento
6071,entrenamiento
6072,entrenamiento
6073,prueba
6074,validacion
6075,entrenamiento
6076,validacion
6077,prueba
6078,entrenamiento
6079,entrenamiento
6080,entrenamiento
6081,prueba
6082,prueba
6083,entrenamiento
6084,entrenamiento
6085,entrenamiento
6086,entrenamiento
6087,entrenamiento
6088,prueba
6089,entrenamiento
6090,entrenamiento
6091,entrenamiento
6092,prueba
6093,entrenamiento
6094,entrenamiento
6095,prueba
6096,validacion
6097,validacion
6098,entrenamiento
6099,entrenamiento
6100,prueba
6101,entrenamiento
6102,entrenamiento
6103,entrenamiento
6104,entrenamiento
6105,validacion
6106,entrenamiento
6107,entrenamiento
6108,validacion
6109,entrenamiento
6110,validacion
6111,entrenamiento
6112,entrenamiento
6113,entrenamiento
6114,validacion
6115,prueba
6116,prueba
6117,entrenamiento
6118,prueba
6119,entrenamiento
6120,prueba
6121,entrenamiento
6122,entrenamiento
6123,entrenamiento
6124,entrenamiento
6125,entrenamiento
6126,entrenamiento
6127,prueba
6128,validacion
6129,validacion
6130,entrenamiento
6131,entrenamiento
6132,entrenamiento
6133,prueba
6134,entrenamiento
6135,prueba
6136,entrenamiento
6137,entrenamiento
6138,entrenamiento
6139,entrenamiento
6140,entrenamiento
6141,entrenamiento
6142,prueba
6143,entrenamiento
6144,prueba
6145,prueba
6146,entrenamiento
6147,entrenamiento
6148,entrenamiento
6149,entrenamiento
6150,entrenamiento
6151,entrenamiento
6152,entrenamiento
6153,entrenamiento
6154,entrenamiento
6155,prueba
6156,entrenamiento
6157,entrenamiento
6158,entrenamiento
6159,prueba
6160,entrenamiento
6161,entrenamiento
6162,entrenamiento
6163,entrenamiento
6164,prueba
6165,entrenamiento
6166,validacion
6167,prueba
6168,entrenamiento
6169,prueba
6170,entrenamiento
6171,entrenamiento
6172,entrenamiento
6173,entrenamiento
6174,entrenamiento
6175,entrenamiento
6176,entrenamiento
6177,entrenamiento
6178,validacion
6179,entrenamiento
6180,entrenamiento
6181,prueba
6182,validacion
6183,prueba
6184,entrenamiento
6185,entrenamiento
6186,entrenamiento
6187,prueba
6188,prueba
6189,entrenamiento
6190,entrenamiento
6191,entrenamiento
6192,entrenamiento
6193,entrenamiento
6194,prueba
6195,validacion
6196,entrenamiento
6197,validacion
6198,entrenamiento
6199,entrenamiento
6200,validacion
6201,entrenamiento
6202,prueba
6203,validacion
6204,entrenamiento
6205,entrenamiento
6206,entrenamiento
6207,prueba
6208,prueba
6209,entrenamiento
6210,prueba
6211,entrenamiento
6212,entrenamiento
6213,validacion
6214,entrenamiento
6215,validacion
6216,entrenamiento
6217,entrenamiento
6218,prueba
6219,entrenamiento
6220,entrenamiento
6221,entrenamiento
6222,entrenamiento
6223,prueba
6224,prueba
6225,entrenamiento
6226,entrenamiento
6227,entrenamiento
6228,entrenamiento
6229,entrenamiento
6230,entrenamiento
6231,prueba
6232,entrenamiento
6233,entrenamiento
6234,prueba
6235,entrenamiento
6236,validacion
6237,prueba
6238,entrenamiento
6239,entrenamiento
6240,prueba
6241,entrenamiento
6242,validacion
6243,entrenamiento
6244,prueba
6245,entrenamiento
6246,prueba
6247,prueba
6248,entrenamiento
6249,entrenamiento
6250,entrenamiento
6251,entrenamiento
6252,entrenamiento
6253,validacion
6254,entrenamiento
6255,entrenamiento
6256,entrenamiento
6257,validacion
6258,entrenamiento
6259,validacion
6260,entrenamiento
6261,entrenamiento
6262,entrenamiento
6263,entrenamiento
6264,entrenamiento
6265,entrenamiento
6266,entrenamiento
6267,prueba
6268,entrenamiento
6269,entrenamiento
6270,prueba
6271,entrenamiento
6272,entrenamiento
6273,entrenamiento
6274,prueba
6275,entrenamiento
6276,entrenamiento
6277,prueba
6278,entrenamiento
6279,prueba
6280,prueba
6281,entrenamiento
6282,validacion
6283,prueba
6284,entrenamiento
6285,entrenamiento
6286,entrenamiento
6287,validacion
6288,entrenamiento
6289,validacion
6290,validacion
6291,validacion
6292,prueba
6293,entrenamiento
6294,entrenamiento
6295,entrenamiento
6296,entrenamiento
6297,entrenamiento
6298,prueba
6299,prueba
6300,validacion
6301,entrenamiento
6302,prueba
6303,prueba
6304,prueba
6305,entrenamiento
6306,entrenamiento
6307,entrenamiento
6308,entrenamiento
6309,prueba
6310,entrenamiento
6311,entrenamiento
6312,entrenamiento
6313,entrenamiento
6314,entrenamiento
6315,entrenamiento
6316,prueba
6317,entrenamiento
6318,prueba
6319,prueba
6320,entrenamiento
6321,entrenamiento
6322,entrenamiento
6323,prueba
6324,entrenamiento
6325,entrenamiento
6326,entrenamiento
6327,entrenamiento
6328,validacion
6329,entrenamiento
6330,validacion
6331,validacion
6332,entrenamiento
6333,entrenamiento
6334,entrenamiento
6335,entrenamiento
6336,entrenamiento
6337,validacion
6338,entrenamiento
6339,entrenamiento
6340,prueba
6341,entrenamiento
6342,validacion
6343,entrenamiento
6344,entrenamiento
6345,prueba
6346,validacion
6347,validacion
6348,validacion
6349,entrenamiento
6350,entrenamiento
6351,entrenamiento
6352,entrenamiento
6353,entrenamiento
6354,entrenamiento
6355,entrenamiento
6356,entrenamiento
6357,validacion
6358,entrenamiento
6359,validacion
6360,prueba
6361,prueba
6362,validacion
6363,entrenamiento
6364,entrenamiento
6365,entrenamiento
6366,entrenamiento
6367,entrenamiento
6368,entrenamiento
6369,entrenamiento
6370,entrenamiento
6371,entrenamiento
6372,entrenamiento
6373,prueba
6374,entrenamiento
6375,validacion
6376,entrenamiento
6377,entrenamiento
6378,entrenamiento
6379,prueba
6380,entrenamiento
6381,entrenamiento
6382,entrenamiento
6383,validacion
6384,entrenamiento
6385,entrenamiento
6386,entrenamiento
6387,validacion
6388,validacion
6389,entrenamiento
6390,entrenamiento
6391,entrenamiento
6392,entrenamiento
6393,entrenamiento
6394,prueba
6395,entrenamiento
6396,entrenamiento
6397,entrenamiento
6398,entrenamiento
6399,entrenamiento
6400,validacion
6401,prueba
6402,entrenamiento
6403,entrenamiento
6404,entrenamiento
6405,entrenamiento
6406,entrenamiento
6407,validacion
6408,entrenamiento
6409,entrenamiento
6410,entrenamiento
6411,entrenamiento
6412,prueba
6413,entrenamiento
6414,entrenamiento
6415,entrenamiento
6416,entrenamiento
6417,entrenamiento
6418,prueba
6419,prueba
6420,entrenamiento
6421,entrenamiento
6422,entrenamiento
6423,entrenamiento
6424,entrenamiento
6425,entrenamiento
6426,entrenamiento
6427,entrenamiento
6428,entrenamiento
6429,entrenamiento
6430,entrenamiento
6431,entrenamiento
6432,entrenamiento
6433,entrenamiento
6434,entrenamiento
6435,validacion
6436,entrenamiento
6437,prueba
6438,entrenamiento
6439,prueba
6440,prueba
6441,prueba
6442,validacion
6443,prueba
6444,entrenamiento
6445,entrenamiento
6446,entrenamiento
6447,entrenamiento
6448,entrenamiento
6449,prueba
6450,entrenamiento
6451,entrenamiento
6452,validacion
6453,prueba
6454,entrenamiento
6455,entrenamiento
6456,entrenamiento
6457,entrenamiento
6458,entrenamiento
6459,prueba
6460,entrenamiento
6461,entrenamiento
6462,entrenamiento
6463,prueba
6464,entrenamiento
6465,entrenamiento
6466,entrenamiento
6467,entrenamiento
6468,validacion
6469,entrenamiento
6470,entrenamiento
6471,entrenamiento
6472,entrenamiento
6473,entrenamiento
6474,entrenamiento
6475,prueba
6476,entrenamiento
6477,entrenamiento
6478,validacion
6479,prueba
6480,entrenamiento
6481,entrenamiento
6482,prueba
6483,entrenamiento
6484,entrenamiento
6485,entrenamiento
6486,entrenamiento
6487,entrenamiento
6488,entrenamiento
6489,validacion
6490,validacion
6491,entrenamiento
6492,entrenamiento
6493,entrenamiento
6494,entrenamiento
6495,entrenamiento
6496,prueba
6497,validacion
6498,entrenamiento
6499,entrenamiento
6500,prueba
6501,entrenamiento
6502,validacion
6503,entrenamiento
6504,entrenamiento
6505,validacion
6506,entrenamiento
6507,entrenamiento
6508,validacion
6509,prueba
6510,validacion
6511,entrenamiento
6512,entrenamiento
6513,prueba
6514,entrenamiento
6515,entrenamiento
6516,validacion
6517,entrenamiento
6518,entrenamiento
6519,entrenamiento
6520,entrenamiento
6521,entrenamiento
6522,entrenamiento
6523,entrenamiento
6524,entrenamiento
6525,entrenamiento
6526,entrenamiento
6527,validacion
6528,entrenamiento
6529,prueba
6530,validacion
6531,validacion
6532,entrenamiento
6533,validacion
6534,entrenamiento
6535,prueba
6536,entrenamiento
6537,prueba
6538,prueba
6539,prueba
6540,entrenamiento
6541,entrenamiento
6542,entrenamiento
6543,entrenamiento
6544,prueba
6545,entrenamiento
6546,entrenamiento
6547,validacion
6548,entrenamiento
6549,prueba
6550,entrenamiento
6551,prueba
6552,entrenamiento
6553,prueba
6554,prueba
6555,entrenamiento
6556,entrenamiento
6557,prueba
6558,entrenamiento
6559,entrenamiento
6560,entrenamiento
6561,entrenamiento
6562,validacion
6563,prueba
6564,entrenamiento
6565,entrenamiento
6566,entrenamiento
6567,entrenamiento
6568,entrenamiento
6569,entrenamiento
6570,entrenamiento
6571,entrenamiento
6572,entrenamiento
6573,entrenamiento
6574,entrenamiento
6575,prueba
6576,entrenamiento
6577,entrenamiento
6578,entrenamiento
6579,entrenamiento
6580,prueba
6581,entrenamiento
6582,entrenamiento
6583,validacion
6584,entrenamiento
6585,validacion
6586,entrenamiento
6587,entrenamiento
6588,validacion
6589,entrenamiento
6590,entrenamiento
6591,entrenamiento
6592,entrenamiento
6593,validacion
6594,prueba
6595,entrenamiento
6596,validacion
6597,validacion
6598,validacion
6599,entrenamiento
6600,entrenamiento
6601,entrenamiento
6602,prueba
6603,entrenamiento
6604,entrenamiento
6605,validacion
6606,prueba
6607,prueba
6608,entrenamiento
6609,validacion
6610,entrenamiento
6611,entrenamiento
6612,validacion
6613,entrenamiento
6614,validacion
6615,entrenamiento
6616,entrenamiento
6617,entrenamiento
6618,prueba
6619,entrenamiento
6620,validacion
6621,prueba
6622,entrenamiento
6623,prueba
6624,prueba
6625,validacion
6626,entrenamiento
6627,entrenamiento
6628,entrenamiento
6629,validacion
6630,entrenamiento
6631,entrenamiento
6632,entrenamiento
6633,entrenamiento
6634,prueba
6635,entrenamiento
6636,entrenamiento
6637,prueba
6638,prueba
6639,validacion
6640,entrenamiento
6641,prueba
6642,validacion
6643,prueba
6644,entrenamiento
6645,prueba
6646,entrenamiento
6647,entrenamiento
6648,entrenamiento
6649,validacion
6650,validacion
6651,validacion
6652,prueba
6653,prueba
6654,entrenamiento
6655,entrenamiento
6656,entrenamiento
6657,prueba
6658,entrenamiento
6659,entrenamiento
6660,entrenamiento
6661,validacion
6662,entrenamiento
6663,entrenamiento
6664,entrenamiento
6665,prueba
6666,validacion
6667,entrenamiento
6668,prueba
6669,entrenamiento
6670,entrenamiento
6671,entrenamiento
6672,entrenamiento
6673,entrenamiento
6674,prueba
6675,entrenamiento
6676,validacion
6677,entrenamiento
6678,prueba
6679,entrenamiento
6680,prueba
6681,prueba
6682,entrenamiento
6683,entrenamiento
6684,prueba
6685,entrenamiento
6686,prueba
6687,entrenamiento
6688,prueba
6689,validacion
6690,entrenamiento
6691,entrenamiento
6692,prueba
6693,validacion
6694,prueba
6695,entrenamiento
6696,validacion
6697,prueba
6698,prueba
6699,validacion
6700,entrenamiento
6701,entrenamiento
6702,entrenamiento
6703,entrenamiento
6704,entrenamiento
6705,entrenamiento
6706,prueba
6707,validacion
6708,entrenamiento
6709,entrenamiento
6710,validacion
6711,validacion
6712,entrenamiento
6713,entrenamiento
6714,entrenamiento
6715,validacion
6716,entrenamiento
6717,entrenamiento
6718,validacion
6719,entrenamiento
6720,entrenamiento
6721,entrenamiento
6722,entrenamiento
6723,validacion
6724,validacion
6725,entrenamiento
6726,entrenamiento
6727,validacion
6728,entrenamiento
6729,prueba
6730,entrenamiento
6731,entrenamiento
6732,entrenamiento
6733,validacion
6734,entrenamiento
6735,prueba
6736,entrenamiento
6737,entrenamiento
6738,prueba
6739,entrenamiento
6740,entrenamiento
6741,prueba
6742,entrenamiento
6743,entrenamiento
6744,prueba
6745,entrenamiento
6746,prueba
6747,prueba
6748,validacion
6749,prueba
6750,entrenamiento
6751,prueba
6752,validacion
6753,prueba
6754,validacion
6755,prueba
6756,entrenamiento
6757,prueba
6758,entrenamiento
6759,prueba
6760,entrenamiento
6761,entrenamiento
6762,entrenamiento
6763,entrenamiento
6764,entrenamiento
6765,entrenamiento
6766,entrenamiento
6767,prueba
6768,entrenamiento
6769,entrenamiento
6770,entrenamiento
6771,prueba
6772,entrenamiento
6773,prueba
6774,entrenamiento
6775,validacion
6776,prueba
6777,entrenamiento
6778,entrenamiento
6779,entrenamiento
6780,entrenamiento
6781,entrenamiento
6782,entrenamiento
6783,validacion
6784,entrenamiento
6785,prueba
6786,entrenamiento
6787,prueba
6788,entrenamiento
6789,entrenamiento
6790,validacion
6791,entrenamiento
6792,entrenamiento
6793,entrenamiento
6794,prueba
6795,validacion
6796,entrenamiento
6797,entrenamiento
6798,entrenamiento
6799,prueba
6800,prueba
6801,validacion
6802,entrenamiento
6803,entrenamiento
6804,prueba
6805,entrenamiento
6806,validacion
6807,entrenamiento
6808,validacion
6809,entrenamiento
6810,entrenamiento
6811,entrenamiento
6812,entrenamiento
6813,entrenamiento
6814,entrenamiento
6815,entrenamiento
6816,prueba
6817,prueba
6818,entrenamiento
6819,prueba
6820,entrenamiento
6821,prueba
6822,entrenamiento
6823,entrenamiento
6824,entrenamiento
6825,entrenamiento
6826,entrenamiento
6827,entrenamiento
6828,validacion
6829,entrenamiento
6830,entrenamiento
6831,validacion
6832,entrenamiento
6833,entrenamiento
6834,entrenamiento
6835,entrenamiento
6836,prueba
6837,entrenamiento
6838,prueba
6839,entrenamiento
6840,entrenamiento
6841,entrenamiento
6842,entrenamiento
6843,entrenamiento
6844,entrenamiento
6845,entrenamiento
6846,entrenamiento
6847,entrenamiento
6848,entrenamiento
6849,prueba
6850,prueba
6851,entrenamiento
6852,entrenamiento
6853,validacion
6854,prueba
6855,entrenamiento
6856,validacion
6857,entrenamiento
6858,entrenamiento
6859,entrenamiento
6860,entrenamiento
6861,entrenamiento
6862,validacion
6863,prueba
6864,entrenamiento
6865,entrenamiento
6866,entrenamiento
6867,entrenamiento
6868,validacion
6869,entrenamiento
6870,entrenamiento
6871,prueba
6872,entrenamiento
6873,entrenamiento
6874,validacion
6875,entrenamiento
6876,prueba
6877,entrenamiento
6878,validacion
6879,prueba
6880,entrenamiento
6881,prueba
6882,entrenamiento
6883,entrenamiento
6884,entrenamiento
6885,entrenamiento
6886,entrenamiento
6887,entrenamiento
6888,validacion
6889,validacion
6890,validacion
6891,entrenamiento
6892,prueba
6893,prueba
6894,validacion
6895,entrenamiento
6896,prueba
6897,entrenamiento
6898,entrenamiento
6899,entrenamiento
6900,entrenamiento
6901,entrenamiento
6902,entrenamiento
6903,entrenamiento
6904,prueba
6905,entrenamiento
6906,prueba
6907,validacion
6908,entrenamiento
6909,entrenamiento
6910,entrenamiento
6911,entrenamiento
6912,entrenamiento
6913,entrenamiento
6914,entrenamiento
6915,prueba
6916,entrenamiento
6917,validacion
6918,entrenamiento
6919,entrenamiento
6920,validacion
6921,entrenamiento
6922,entrenamiento
6923,validacion
6924,entrenamiento
6925,entrenamiento
6926,entrenamiento
6927,entrenamiento
6928,entrenamiento
6929,entrenamiento
6930,entrenamiento
6931,entrenamiento
6932,entrenamiento
6933,entrenamiento
6934,entrenamiento
6935,prueba
6936,entrenamiento
6937,entrenamiento
6938,entrenamiento
6939,prueba
6940,entrenamiento
6941,entrenamiento
6942,entrenamiento
6943,entrenamiento
6944,entrenamiento
6945,prueba
6946,prueba
6947,entrenamiento
6948,prueba
6949,validacion
6950,prueba
6951,entrenamiento
6952,entrenamiento
6953,entrenamiento
6954,prueba
6955,entrenamiento
6956,entrenamiento
6957,entrenamiento
6958,validacion
6959,entrenamiento
6960,prueba
6961,prueba
6962,entrenamiento
6963,entrenamiento
6964,entrenamiento
6965,prueba
6966,validacion
6967,entrenamiento
6968,validacion
6969,entrenamiento
6970,entrenamiento
6971,prueba
6972,prueba
6973,validacion
6974,validacion
6975,entrenamiento
6976,validacion
6977,prueba
6978,entrenamiento
6979,validacion
6980,entrenamiento
6981,prueba
6982,entrenamiento
6983,validacion
6984,entrenamiento
6985,validacion
6986,entrenamiento
6987,validacion
6988,entrenamiento
6989,entrenamiento
6990,validacion
6991,prueba
6992,entrenamiento
6993,entrenamiento
6994,entrenamiento
6995,prueba
6996,validacion
6997,entrenamiento
6998,entrenamiento
6999,prueba
7000,entrenamiento
7001,entrenamiento
7002,entrenamiento
7003,entrenamiento
7004,entrenamiento
7005,prueba
7006,entrenamiento
7007,entrenamiento
7008,entrenamiento
7009,prueba
7010,entrenamiento
7011,prueba
7012,entrenamiento
7013,entrenamiento
7014,prueba
7015,validacion
7016,entrenamiento
7017,prueba
7018,prueba
7019,validacion
7020,validacion
7021,prueba
7022,entrenamiento
7023,entrenamiento
7024,entrenamiento
7025,entrenamiento
7026,prueba
7027,entrenamiento
7028,entrenamiento
7029,entrenamiento
7030,entrenamiento
7031,entrenamiento
7032,validacion
7033,entrenamiento
7034,prueba
7035,validacion
7036,entrenamiento
7037,entrenamiento
7038,prueba
7039,entrenamiento
7040,entrenamiento
7041,entrenamiento
7042,entrenamiento
7043,entrenamiento
7044,validacion
7045,entrenamiento
7046,entrenamiento
7047,validacion
7048,entrenamiento
7049,entrenamiento
7050,entrenamiento
7051,entrenamiento
7052,entrenamiento
7053,entrenamiento
7054,entrenamiento
7055,entrenamiento
7056,entrenamiento
7057,entrenamiento
7058,entrenamiento
7059,entrenamiento
7060,entrenamiento
7061,entrenamiento
7062,entrenamiento
7063,entrenamiento
7064,validacion
7065,validacion
7066,entrenamiento
7067,entrenamiento
7068,entrenamiento
7069,entrenamiento
7070,entrenamiento
7071,validacion
7072,prueba
7073,entrenamiento
7074,entrenamiento
7075,validacion
7076,validacion
7077,validacion
7078,entrenamiento
7079,validacion
7080,entrenamiento
7081,entrenamiento
7082,entrenamiento
7083,entrenamiento
7084,entrenamiento
7085,validacion
7086,entrenamiento
7087,entrenamiento
7088,entrenamiento
7089,entrenamiento
7090,entrenamiento
7091,entrenamiento
7092,entrenamiento
7093,entrenamiento
7094,prueba
7095,entrenamiento
7096,entrenamiento
7097,prueba
7098,entrenamiento
7099,entrenamiento
7100,entrenamiento
7101,prueba
7102,entrenamiento
7103,entrenamiento
7104,prueba
7105,entrenamiento
7106,prueba
7107,entrenamiento
7108,entrenamiento
7109,entrenamiento
7110,entrenamiento
7111,entrenamiento
7112,prueba
7113,entrenamiento
7114,validacion
7115,entrenamiento
7116,entrenamiento
7117,entrenamiento
7118,entrenamiento
7119,validacion
7120,entrenamiento
7121,validacion
7122,entrenamiento
7123,entrenamiento
7124,entrenamiento
7125,validacion
7126,entrenamiento
7127,entrenamiento
7128,prueba
7129,prueba
7130,prueba
7131,entrenamiento
7132,entrenamiento
7133,entrenamiento
7134,entrenamiento
7135,entrenamiento
7136,entrenamiento
7137,entrenamiento
7138,prueba
7139,entrenamiento
7140,entrenamiento
7141,entrenamiento
7142,prueba
7143,entrenamiento
7144,validacion
7145,validacion
7146,entrenamiento
7147,entrenamiento
7148,entrenamiento
7149,entrenamiento
7150,entrenamiento
7151,validacion
7152,entrenamiento
7153,validacion
7154,entrenamiento
7155,entrenamiento
7156,entrenamiento
7157,entrenamiento
7158,entrenamiento
7159,entrenamiento
7160,prueba
7161,entrenamiento
7162,prueba
7163,prueba
7164,entrenamiento
7165,prueba
7166,entrenamiento
7167,entrenamiento
7168,validacion
7169,prueba
7170,entrenamiento
7171,validacion
7172,entrenamiento
7173,entrenamiento
7174,prueba
7175,entrenamiento
7176,entrenamiento
7177,prueba
7178,entrenamiento
7179,entrenamiento
7180,prueba
7181,prueba
7182,entrenamiento
7183,entrenamiento
7184,validacion
7185,entrenamiento
7186,entrenamiento
7187,validacion
7188,validacion
7189,entrenamiento
7190,entrenamiento
7191,validacion
7192,entrenamiento
7193,prueba
7194,entrenamiento
7195,prueba
7196,validacion
7197,entrenamiento
7198,entrenamiento
7199,entrenamiento
7200,entrenamiento
7201,prueba
7202,entrenamiento
7203,entrenamiento
7204,entrenamiento
7205,prueba
7206,entrenamiento
7207,entrenamiento
7208,entrenamiento
7209,entrenamiento
7210,validacion
7211,prueba
7212,prueba
7213,prueba
7214,entrenamiento
7215,entrenamiento
7216,entrenamiento
7217,prueba
7218,entrenamiento
7219,validacion
7220,entrenamiento
7221,entrenamiento
7222,entrenamiento
7223,entrenamiento
7224,entrenamiento
7225,entrenamiento
7226,entrenamiento
7227,entrenamiento
7228,prueba
7229,validacion
7230,entrenamiento
7231,prueba
7232,entrenamiento
7233,entrenamiento
7234,entrenamiento
7235,entrenamiento
7236,entrenamiento
7237,prueba
7238,validacion
7239,entrenamiento
7240,prueba
7241,entrenamiento
7242,entrenamiento
7243,entrenamiento
7244,entrenamiento
7245,validacion
7246,entrenamiento
7247,entrenamiento
7248,entrenamiento
7249,entrenamiento
7250,entrenamiento
7251,entrenamiento
7252,validacion
7253,entrenamiento
7254,entrenamiento
7255,entrenamiento
7256,validacion
7257,validacion
7258,prueba
7259,entrenamiento
7260,validacion
7261,entrenamiento
7262,prueba
7263,prueba
7264,prueba
7265,entrenamiento
7266,validacion
7267,entrenamiento
7268,entrenamiento
7269,validacion
7270,prueba
7271,entrenamiento
7272,entrenamiento
7273,entrenamiento
7274,validacion
7275,validacion
7276,entrenamiento
